sample_id,text,morse,clean_file,noisy_file,audio_file,message_id,wpm,snr_requested_db,snr_actual_db,tone_hz,sample_rate,rise_fall_ms,noise_type,seed_base,seed_message,seed_wpm,seed_snr
msg003_wpm05_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr-05db_tone700.npy,msg003_wpm05_snr-05db_tone700.wav,3,5,-5,-4.983693,700,8000,5.0,AWGN,42,3,0,6
msg003_wpm05_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr-10db_tone700.npy,msg003_wpm05_snr-10db_tone700.wav,3,5,-10,-9.981615,700,8000,5.0,AWGN,42,3,0,7
msg003_wpm10_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+40db_tone700.npy,msg003_wpm10_snr+40db_tone700.wav,3,10,40,40.02634,700,8000,5.0,AWGN,42,3,1,0
msg003_wpm10_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+30db_tone700.npy,msg003_wpm10_snr+30db_tone700.wav,3,10,30,29.984116,700,8000,5.0,AWGN,42,3,1,1
msg003_wpm10_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+20db_tone700.npy,msg003_wpm10_snr+20db_tone700.wav,3,10,20,20.004646,700,8000,5.0,AWGN,42,3,1,2
msg003_wpm10_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+10db_tone700.npy,msg003_wpm10_snr+10db_tone700.wav,3,10,10,9.986633,700,8000,5.0,AWGN,42,3,1,3
msg003_wpm10_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+05db_tone700.npy,msg003_wpm10_snr+05db_tone700.wav,3,10,5,4.9680877,700,8000,5.0,AWGN,42,3,1,4
msg003_wpm10_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr+00db_tone700.npy,msg003_wpm10_snr+00db_tone700.wav,3,10,0,0.008502977,700,8000,5.0,AWGN,42,3,1,5
msg003_wpm10_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr-05db_tone700.npy,msg003_wpm10_snr-05db_tone700.wav,3,10,-5,-4.9958553,700,8000,5.0,AWGN,42,3,1,6
msg003_wpm10_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm10_clean.npy,msg003_wpm10_snr-10db_tone700.npy,msg003_wpm10_snr-10db_tone700.wav,3,10,-10,-10.03015,700,8000,5.0,AWGN,42,3,1,7
msg003_wpm15_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+40db_tone700.npy,msg003_wpm15_snr+40db_tone700.wav,3,15,40,39.984356,700,8000,5.0,AWGN,42,3,2,0
msg003_wpm15_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+30db_tone700.npy,msg003_wpm15_snr+30db_tone700.wav,3,15,30,29.985933,700,8000,5.0,AWGN,42,3,2,1
msg003_wpm15_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+20db_tone700.npy,msg003_wpm15_snr+20db_tone700.wav,3,15,20,19.978544,700,8000,5.0,AWGN,42,3,2,2
msg003_wpm15_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+10db_tone700.npy,msg003_wpm15_snr+10db_tone700.wav,3,15,10,10.017803,700,8000,5.0,AWGN,42,3,2,3
msg003_wpm15_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+05db_tone700.npy,msg003_wpm15_snr+05db_tone700.wav,3,15,5,4.986399,700,8000,5.0,AWGN,42,3,2,4
msg003_wpm15_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr+00db_tone700.npy,msg003_wpm15_snr+00db_tone700.wav,3,15,0,0.005224269,700,8000,5.0,AWGN,42,3,2,5
msg003_wpm15_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr-05db_tone700.npy,msg003_wpm15_snr-05db_tone700.wav,3,15,-5,-5.010851,700,8000,5.0,AWGN,42,3,2,6
msg003_wpm15_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm15_clean.npy,msg003_wpm15_snr-10db_tone700.npy,msg003_wpm15_snr-10db_tone700.wav,3,15,-10,-9.995979,700,8000,5.0,AWGN,42,3,2,7
msg003_wpm20_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+40db_tone700.npy,msg003_wpm20_snr+40db_tone700.wav,3,20,40,40.00711,700,8000,5.0,AWGN,42,3,3,0
msg003_wpm20_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+30db_tone700.npy,msg003_wpm20_snr+30db_tone700.wav,3,20,30,29.9674,700,8000,5.0,AWGN,42,3,3,1
msg003_wpm20_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+20db_tone700.npy,msg003_wpm20_snr+20db_tone700.wav,3,20,20,19.987772,700,8000,5.0,AWGN,42,3,3,2
msg003_wpm20_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+10db_tone700.npy,msg003_wpm20_snr+10db_tone700.wav,3,20,10,10.016179,700,8000,5.0,AWGN,42,3,3,3
msg003_wpm20_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+05db_tone700.npy,msg003_wpm20_snr+05db_tone700.wav,3,20,5,5.0001144,700,8000,5.0,AWGN,42,3,3,4
msg003_wpm20_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr+00db_tone700.npy,msg003_wpm20_snr+00db_tone700.wav,3,20,0,-0.011728187,700,8000,5.0,AWGN,42,3,3,5
msg003_wpm20_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr-05db_tone700.npy,msg003_wpm20_snr-05db_tone700.wav,3,20,-5,-5.0017195,700,8000,5.0,AWGN,42,3,3,6
msg003_wpm20_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm20_clean.npy,msg003_wpm20_snr-10db_tone700.npy,msg003_wpm20_snr-10db_tone700.wav,3,20,-10,-10.021649,700,8000,5.0,AWGN,42,3,3,7
msg003_wpm25_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+40db_tone700.npy,msg003_wpm25_snr+40db_tone700.wav,3,25,40,39.945522,700,8000,5.0,AWGN,42,3,4,0
msg003_wpm25_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+30db_tone700.npy,msg003_wpm25_snr+30db_tone700.wav,3,25,30,30.00401,700,8000,5.0,AWGN,42,3,4,1
msg003_wpm25_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+20db_tone700.npy,msg003_wpm25_snr+20db_tone700.wav,3,25,20,19.959429,700,8000,5.0,AWGN,42,3,4,2
msg003_wpm25_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+10db_tone700.npy,msg003_wpm25_snr+10db_tone700.wav,3,25,10,9.985981,700,8000,5.0,AWGN,42,3,4,3
msg003_wpm25_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+05db_tone700.npy,msg003_wpm25_snr+05db_tone700.wav,3,25,5,4.982583,700,8000,5.0,AWGN,42,3,4,4
msg003_wpm25_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr+00db_tone700.npy,msg003_wpm25_snr+00db_tone700.wav,3,25,0,-0.0098032,700,8000,5.0,AWGN,42,3,4,5
msg003_wpm25_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr-05db_tone700.npy,msg003_wpm25_snr-05db_tone700.wav,3,25,-5,-4.9727626,700,8000,5.0,AWGN,42,3,4,6
msg003_wpm25_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm25_clean.npy,msg003_wpm25_snr-10db_tone700.npy,msg003_wpm25_snr-10db_tone700.wav,3,25,-10,-9.994802,700,8000,5.0,AWGN,42,3,4,7
msg003_wpm30_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+40db_tone700.npy,msg003_wpm30_snr+40db_tone700.wav,3,30,40,39.985207,700,8000,5.0,AWGN,42,3,5,0
msg003_wpm30_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+30db_tone700.npy,msg003_wpm30_snr+30db_tone700.wav,3,30,30,29.958912,700,8000,5.0,AWGN,42,3,5,1
msg003_wpm30_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+20db_tone700.npy,msg003_wpm30_snr+20db_tone700.wav,3,30,20,20.050203,700,8000,5.0,AWGN,42,3,5,2
msg003_wpm30_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+10db_tone700.npy,msg003_wpm30_snr+10db_tone700.wav,3,30,10,9.991528,700,8000,5.0,AWGN,42,3,5,3
msg003_wpm30_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+05db_tone700.npy,msg003_wpm30_snr+05db_tone700.wav,3,30,5,4.9681363,700,8000,5.0,AWGN,42,3,5,4
msg003_wpm30_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr+00db_tone700.npy,msg003_wpm30_snr+00db_tone700.wav,3,30,0,0.023496695,700,8000,5.0,AWGN,42,3,5,5
msg003_wpm30_snr-05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr-05db_tone700.npy,msg003_wpm30_snr-05db_tone700.wav,3,30,-5,-4.990659,700,8000,5.0,AWGN,42,3,5,6
msg003_wpm30_snr-10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm30_clean.npy,msg003_wpm30_snr-10db_tone700.npy,msg003_wpm30_snr-10db_tone700.wav,3,30,-10,-10.001427,700,8000,5.0,AWGN,42,3,5,7
msg004_wpm05_snr+40db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+40db_tone700.npy,msg004_wpm05_snr+40db_tone700.wav,4,5,40,39.998272,700,8000,5.0,AWGN,42,4,0,0
msg004_wpm05_snr+30db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+30db_tone700.npy,msg004_wpm05_snr+30db_tone700.wav,4,5,30,29.9982,700,8000,5.0,AWGN,42,4,0,1
msg004_wpm05_snr+20db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+20db_tone700.npy,msg004_wpm05_snr+20db_tone700.wav,4,5,20,20.012953,700,8000,5.0,AWGN,42,4,0,2
msg004_wpm05_snr+10db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+10db_tone700.npy,msg004_wpm05_snr+10db_tone700.wav,4,5,10,10.017737,700,8000,5.0,AWGN,42,4,0,3
msg004_wpm05_snr+05db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+05db_tone700.npy,msg004_wpm05_snr+05db_tone700.wav,4,5,5,5.006108,700,8000,5.0,AWGN,42,4,0,4
msg004_wpm05_snr+00db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr+00db_tone700.npy,msg004_wpm05_snr+00db_tone700.wav,4,5,0,-0.008970722,700,8000,5.0,AWGN,42,4,0,5
msg004_wpm05_snr-05db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr-05db_tone700.npy,msg004_wpm05_snr-05db_tone700.wav,4,5,-5,-5.002694,700,8000,5.0,AWGN,42,4,0,6
msg004_wpm05_snr-10db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm05_clean.npy,msg004_wpm05_snr-10db_tone700.npy,msg004_wpm05_snr-10db_tone700.wav,4,5,-10,-9.999883,700,8000,5.0,AWGN,42,4,0,7
msg004_wpm10_snr+40db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+40db_tone700.npy,msg004_wpm10_snr+40db_tone700.wav,4,10,40,40.025314,700,8000,5.0,AWGN,42,4,1,0
msg004_wpm10_snr+30db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+30db_tone700.npy,msg004_wpm10_snr+30db_tone700.wav,4,10,30,29.993698,700,8000,5.0,AWGN,42,4,1,1
msg004_wpm10_snr+20db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+20db_tone700.npy,msg004_wpm10_snr+20db_tone700.wav,4,10,20,19.993536,700,8000,5.0,AWGN,42,4,1,2
msg004_wpm10_snr+10db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+10db_tone700.npy,msg004_wpm10_snr+10db_tone700.wav,4,10,10,10.002345,700,8000,5.0,AWGN,42,4,1,3
msg004_wpm10_snr+05db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+05db_tone700.npy,msg004_wpm10_snr+05db_tone700.wav,4,10,5,5.0028286,700,8000,5.0,AWGN,42,4,1,4
msg004_wpm10_snr+00db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr+00db_tone700.npy,msg004_wpm10_snr+00db_tone700.wav,4,10,0,0.010398361,700,8000,5.0,AWGN,42,4,1,5
msg004_wpm10_snr-05db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr-05db_tone700.npy,msg004_wpm10_snr-05db_tone700.wav,4,10,-5,-4.9831853,700,8000,5.0,AWGN,42,4,1,6
msg004_wpm10_snr-10db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm10_clean.npy,msg004_wpm10_snr-10db_tone700.npy,msg004_wpm10_snr-10db_tone700.wav,4,10,-10,-10.006267,700,8000,5.0,AWGN,42,4,1,7
msg004_wpm15_snr+40db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm15_clean.npy,msg004_wpm15_snr+40db_tone700.npy,msg004_wpm15_snr+40db_tone700.wav,4,15,40,39.982292,700,8000,5.0,AWGN,42,4,2,0
msg004_wpm15_snr+30db,VA3PARC DE VA3FMU GE TNX FER CALL UR RST 579 579 QTH ONCA ONCA K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / --. . / - -. -..- / ..-. . .-. / -.-. .- .-.. .-.. / ..- .-. / .-. ... - / ..... --... ----. / ..... --... ----. / --.- - .... / --- -. -.-. .- / --- -. -.-. .- / -.-,msg004_wpm15_clean.npy,msg004_wpm15_snr+30db_tone700.npy,msg004_wpm15_snr+30db_tone700.wav,4,15,30,29.997406,700,8000,5.0,AWGN,42,4,2,1
